bidder_id,lot_id,auction_id,amount,name,address,auction_id,auction_name,city,item_description
23,13,3,339,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,A pile of catalytic converters
5,13,1,340,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,A pile of catalytic converters
34,8,4,340,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,National Geographic Magazines 1988-1996
12,6,4,340,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Box of polka records
27,22,2,341,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,1993 Toyota Soarer
15,6,2,342,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",2,Penner Auctions,Steinbach,Box of polka records
39,17,3,350,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Toolbox
27,2,3,352,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Fancy stuffed Winnie the Pooh
2,24,2,353,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",2,Penner Auctions,Steinbach,1995 Subaru WRX
12,17,3,355,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",3,Selkirk Auctioneers,Selkirk,Toolbox
14,7,2,355,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,Guiness Book of World Records 1998
10,11,1,363,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",1,Mcdougall Auctions,Winnipeg,Riding Lawnmower
27,1,4,363,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Old lamp
36,22,3,367,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1993 Toyota Soarer
32,22,3,370,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1993 Toyota Soarer
18,22,2,373,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",2,Penner Auctions,Steinbach,1993 Toyota Soarer
7,17,4,373,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Toolbox
18,12,2,373,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",2,Penner Auctions,Steinbach,5 definitely not stolen bicycles
36,25,1,375,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1999 Mazda RX-7
3,11,2,377,Victor O'Concannon,"4 Ranch K Lane, Nemo,sd, 53359  United States",2,Penner Auctions,Steinbach,Riding Lawnmower
23,21,1,378,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
20,3,2,381,Max Joaquin Singco Buenaventura,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,VCR
13,4,3,384,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",3,Selkirk Auctioneers,Selkirk,Gramophone
24,20,1,384,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1990 Honda Prelude
12,6,2,384,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,Box of polka records
29,19,1,385,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,3 winter tires
38,24,1,385,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1995 Subaru WRX
10,7,3,386,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",3,Selkirk Auctioneers,Selkirk,Guiness Book of World Records 1998
2,7,1,392,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",1,Mcdougall Auctions,Winnipeg,Guiness Book of World Records 1998
28,9,3,393,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1990 Massey Fergison
14,14,2,394,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,3 broken push mowers
20,14,2,394,Max Joaquin Singco Buenaventura,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,3 broken push mowers
30,6,4,396,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Box of polka records
33,3,1,397,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,VCR
2,11,2,399,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",2,Penner Auctions,Steinbach,Riding Lawnmower
34,3,3,401,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,VCR
3,15,4,401,Victor O'Concannon,"4 Ranch K Lane, Nemo,sd, 53359  United States",4,Allied Auto Auctions,Winnipeg,Powered swather
7,21,2,404,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",2,Penner Auctions,Steinbach,1992 Toyota MR2
17,21,1,405,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
29,5,2,409,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,Beer Stein
7,19,3,415,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,3 winter tires
36,3,3,416,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",3,Selkirk Auctioneers,Selkirk,VCR
28,2,3,417,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Fancy stuffed Winnie the Pooh
17,26,2,418,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",2,Penner Auctions,Steinbach,1992 Nissan Figaro
25,21,1,419,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
15,3,2,426,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",2,Penner Auctions,Steinbach,VCR
15,18,1,428,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Box of nuts and bolts
22,21,3,433,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1992 Toyota MR2
14,23,4,437,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,1992 Nissan Silvia
4,16,4,440,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Grandma's candy dish
24,8,3,440,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,National Geographic Magazines 1988-1996
5,22,3,444,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,1993 Toyota Soarer
16,8,3,445,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",3,Selkirk Auctioneers,Selkirk,National Geographic Magazines 1988-1996
19,4,4,445,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Gramophone
1,15,4,446,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",4,Allied Auto Auctions,Winnipeg,Powered swather
6,26,3,446,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,1992 Nissan Figaro
4,1,4,449,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Old lamp
28,21,2,449,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,1992 Toyota MR2
25,24,4,451,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",4,Allied Auto Auctions,Winnipeg,1995 Subaru WRX
7,11,1,451,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,Riding Lawnmower
9,21,4,454,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,1992 Toyota MR2
34,3,3,455,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,VCR
25,18,4,456,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Box of nuts and bolts
38,8,1,457,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,National Geographic Magazines 1988-1996
10,18,4,457,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,Box of nuts and bolts
30,18,3,463,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
21,13,1,464,Toby Reyes Sariua Monteloyola,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,A pile of catalytic converters
25,15,3,465,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",3,Selkirk Auctioneers,Selkirk,Powered swather
26,15,3,465,Calvino Florinio Serad Cabangon,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Powered swather
23,7,2,467,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,Guiness Book of World Records 1998
5,4,4,467,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Gramophone
38,25,2,472,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",2,Penner Auctions,Steinbach,1999 Mazda RX-7
14,1,2,472,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,Old lamp
6,18,2,474,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",2,Penner Auctions,Steinbach,Box of nuts and bolts
38,11,1,474,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Riding Lawnmower
26,2,3,475,Calvino Florinio Serad Cabangon,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Fancy stuffed Winnie the Pooh
25,23,3,475,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",3,Selkirk Auctioneers,Selkirk,1992 Nissan Silvia
11,18,4,476,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",4,Allied Auto Auctions,Winnipeg,Box of nuts and bolts
30,16,4,478,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Grandma's candy dish
15,9,1,478,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1990 Massey Fergison
18,23,1,479,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",1,Mcdougall Auctions,Winnipeg,1992 Nissan Silvia
4,23,2,480,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",2,Penner Auctions,Steinbach,1992 Nissan Silvia
29,15,4,481,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Powered swather
9,25,2,484,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",2,Penner Auctions,Steinbach,1999 Mazda RX-7
1,14,4,487,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",4,Allied Auto Auctions,Winnipeg,3 broken push mowers
33,21,1,489,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
39,5,1,489,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Beer Stein
29,17,4,491,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Toolbox
9,4,3,492,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",3,Selkirk Auctioneers,Selkirk,Gramophone
24,19,3,493,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,3 winter tires
18,11,2,494,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",2,Penner Auctions,Steinbach,Riding Lawnmower
4,22,3,496,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,1993 Toyota Soarer
25,9,4,497,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",4,Allied Auto Auctions,Winnipeg,1990 Massey Fergison
22,17,1,500,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Toolbox
10,14,4,500,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,3 broken push mowers
13,25,4,500,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,1999 Mazda RX-7
11,5,2,503,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",2,Penner Auctions,Steinbach,Beer Stein
32,18,3,508,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
35,4,1,512,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Gramophone
35,1,1,514,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Old lamp
37,5,3,515,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Beer Stein
33,3,4,517,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,VCR
36,21,3,517,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1992 Toyota MR2
32,9,3,529,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1990 Massey Fergison
1,25,3,539,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",3,Selkirk Auctioneers,Selkirk,1999 Mazda RX-7
25,21,1,540,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
7,21,1,545,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
28,23,4,546,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1992 Nissan Silvia
28,11,3,549,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Riding Lawnmower
5,17,4,550,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Toolbox
23,20,2,550,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,1990 Honda Prelude
23,26,1,550,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Nissan Figaro
29,23,1,554,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1992 Nissan Silvia
34,25,1,555,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1999 Mazda RX-7
21,24,2,559,Toby Reyes Sariua Monteloyola,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,1995 Subaru WRX
12,7,3,559,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",3,Selkirk Auctioneers,Selkirk,Guiness Book of World Records 1998
39,7,1,559,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Guiness Book of World Records 1998
18,19,3,561,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",3,Selkirk Auctioneers,Selkirk,3 winter tires
19,10,2,562,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,1970 Honda Moped
32,26,3,571,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1992 Nissan Figaro
5,10,1,573,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,1970 Honda Moped
31,15,2,576,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",2,Penner Auctions,Steinbach,Powered swather
26,10,4,579,Calvino Florinio Serad Cabangon,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1970 Honda Moped
17,24,2,582,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",2,Penner Auctions,Steinbach,1995 Subaru WRX
6,16,4,583,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Grandma's candy dish
37,26,2,586,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",2,Penner Auctions,Steinbach,1992 Nissan Figaro
22,19,3,586,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,3 winter tires
25,25,3,590,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",3,Selkirk Auctioneers,Selkirk,1999 Mazda RX-7
29,8,3,592,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,National Geographic Magazines 1988-1996
23,16,1,594,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Grandma's candy dish
16,8,1,595,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",1,Mcdougall Auctions,Winnipeg,National Geographic Magazines 1988-1996
38,2,2,600,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",2,Penner Auctions,Steinbach,Fancy stuffed Winnie the Pooh
38,18,3,600,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
17,4,4,604,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",4,Allied Auto Auctions,Winnipeg,Gramophone
33,21,4,604,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,1992 Toyota MR2
12,19,1,605,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",1,Mcdougall Auctions,Winnipeg,3 winter tires
17,17,4,609,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",4,Allied Auto Auctions,Winnipeg,Toolbox
27,18,4,610,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Box of nuts and bolts
15,4,2,610,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",2,Penner Auctions,Steinbach,Gramophone
30,9,2,613,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,1990 Massey Fergison
22,8,2,614,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,National Geographic Magazines 1988-1996
34,8,1,616,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,National Geographic Magazines 1988-1996
23,14,2,621,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,3 broken push mowers
23,12,3,626,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,5 definitely not stolen bicycles
28,20,2,630,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,1990 Honda Prelude
37,10,4,631,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1970 Honda Moped
30,9,3,631,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1990 Massey Fergison
4,10,4,634,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,1970 Honda Moped
2,10,1,638,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",1,Mcdougall Auctions,Winnipeg,1970 Honda Moped
35,1,1,639,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Old lamp
25,7,4,639,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Guiness Book of World Records 1998
37,24,2,640,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",2,Penner Auctions,Steinbach,1995 Subaru WRX
18,4,1,644,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",1,Mcdougall Auctions,Winnipeg,Gramophone
33,23,2,645,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",2,Penner Auctions,Steinbach,1992 Nissan Silvia
35,16,1,646,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Grandma's candy dish
27,25,4,647,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1999 Mazda RX-7
36,3,1,649,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",1,Mcdougall Auctions,Winnipeg,VCR
27,18,2,650,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,Box of nuts and bolts
35,12,3,652,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,5 definitely not stolen bicycles
31,25,1,653,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1999 Mazda RX-7
8,24,4,654,Richard O'Shiel,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,1995 Subaru WRX
19,10,3,659,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1970 Honda Moped
9,12,2,661,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",2,Penner Auctions,Steinbach,5 definitely not stolen bicycles
35,18,3,661,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
20,11,1,663,Max Joaquin Singco Buenaventura,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Riding Lawnmower
16,24,1,663,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",1,Mcdougall Auctions,Winnipeg,1995 Subaru WRX
15,22,2,667,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",2,Penner Auctions,Steinbach,1993 Toyota Soarer
5,19,4,669,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,3 winter tires
19,17,2,669,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,Toolbox
36,7,4,669,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Guiness Book of World Records 1998
30,26,1,673,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1992 Nissan Figaro
8,22,4,677,Richard O'Shiel,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,1993 Toyota Soarer
19,11,3,679,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Riding Lawnmower
21,15,1,681,Toby Reyes Sariua Monteloyola,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Powered swather
31,22,4,686,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1993 Toyota Soarer
15,5,1,689,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Beer Stein
33,13,2,689,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",2,Penner Auctions,Steinbach,A pile of catalytic converters
3,17,3,690,Victor O'Concannon,"4 Ranch K Lane, Nemo,sd, 53359  United States",3,Selkirk Auctioneers,Selkirk,Toolbox
6,23,4,701,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,1992 Nissan Silvia
16,4,2,703,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",2,Penner Auctions,Steinbach,Gramophone
34,8,1,706,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,National Geographic Magazines 1988-1996
